;item_sanitizado;contagem_itens;orgaos_unicos_mp;orgaos_unicos_geral;categoria_cnj;categoria_mp;flag;PL;status
1152;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122097;20;0;1;NA;NA;0;;
1153;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122098;20;0;1;NA;NA;0;;
1154;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122099;20;0;1;NA;NA;0;;
1155;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122100;20;0;1;NA;NA;0;;
1156;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122102;20;0;1;NA;NA;0;;
1157;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122103;20;0;1;NA;NA;0;;
1158;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122104;20;0;1;NA;NA;0;;
1159;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122105;20;0;1;NA;NA;0;;
1160;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122106;20;0;1;NA;NA;0;;
1161;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122107;20;0;1;NA;NA;0;;
1162;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122108;20;0;1;NA;NA;0;;
1163;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122109;20;0;1;NA;NA;0;;
1164;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122110;20;0;1;NA;NA;0;;
1165;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122111;20;0;1;NA;NA;0;;
1166;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122112;20;0;1;NA;NA;0;;
1167;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122113;20;0;1;NA;NA;0;;
1168;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122114;20;0;1;NA;NA;0;;
1169;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122115;20;0;1;NA;NA;0;;
1170;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122116;20;0;1;NA;NA;0;;
1171;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122117;20;0;1;NA;NA;0;;
1172;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122118;20;0;1;NA;NA;0;;
1173;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122119;20;0;1;NA;NA;0;;
1174;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122120;20;0;1;NA;NA;0;;
1175;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122121;20;0;1;NA;NA;0;;
1176;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122122;20;0;1;NA;NA;0;;
1177;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122123;20;0;1;NA;NA;0;;
1178;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122124;20;0;1;NA;NA;0;;
1179;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122125;20;0;1;NA;NA;0;;
1180;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122126;20;0;1;NA;NA;0;;
1181;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122128;20;0;1;NA;NA;0;;
1182;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122129;20;0;1;NA;NA;0;;
1183;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122130;20;0;1;NA;NA;0;;
1184;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122131;20;0;1;NA;NA;0;;
1185;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122132;20;0;1;NA;NA;0;;
1186;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122133;20;0;1;NA;NA;0;;
1187;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122134;20;0;1;NA;NA;0;;
1188;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122135;20;0;1;NA;NA;0;;
1189;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122136;20;0;1;NA;NA;0;;
1190;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122137;20;0;1;NA;NA;0;;
1191;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122138;20;0;1;NA;NA;0;;
1192;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122139;20;0;1;NA;NA;0;;
1193;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122140;20;0;1;NA;NA;0;;
1194;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122141;20;0;1;NA;NA;0;;
1195;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122143;20;0;1;NA;NA;0;;
1196;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122144;20;0;1;NA;NA;0;;
1197;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122145;20;0;1;NA;NA;0;;
1198;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122147;20;0;1;NA;NA;0;;
1199;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122148;20;0;1;NA;NA;0;;
1200;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122150;20;0;1;NA;NA;0;;
1201;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122151;20;0;1;NA;NA;0;;
1202;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122153;20;0;1;NA;NA;0;;
1203;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122154;20;0;1;NA;NA;0;;
1204;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122156;20;0;1;NA;NA;0;;
1205;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122157;20;0;1;NA;NA;0;;
1206;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122158;20;0;1;NA;NA;0;;
1207;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122159;20;0;1;NA;NA;0;;
1208;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122160;20;0;1;NA;NA;0;;
1209;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122161;20;0;1;NA;NA;0;;
1210;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122162;20;0;1;NA;NA;0;;
1211;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122163;20;0;1;NA;NA;0;;
1212;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122164;20;0;1;NA;NA;0;;
1213;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122165;20;0;1;NA;NA;0;;
1214;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122166;20;0;1;NA;NA;0;;
1215;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122167;20;0;1;NA;NA;0;;
1216;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122168;20;0;1;NA;NA;0;;
1217;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122169;20;0;1;NA;NA;0;;
1218;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122171;20;0;1;NA;NA;0;;
1219;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122172;20;0;1;NA;NA;0;;
1220;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122173;20;0;1;NA;NA;0;;
1221;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122174;20;0;1;NA;NA;0;;
1222;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122175;20;0;1;NA;NA;0;;
1223;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122176;20;0;1;NA;NA;0;;
1224;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122177;20;0;1;NA;NA;0;;
1225;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122179;20;0;1;NA;NA;0;;
1226;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122180;20;0;1;NA;NA;0;;
1227;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122181;20;0;1;NA;NA;0;;
1228;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122182;20;0;1;NA;NA;0;;
1229;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122184;20;0;1;NA;NA;0;;
1230;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122185;20;0;1;NA;NA;0;;
1231;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122186;20;0;1;NA;NA;0;;
1232;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122187;20;0;1;NA;NA;0;;
1233;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122188;20;0;1;NA;NA;0;;
1234;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122189;20;0;1;NA;NA;0;;
1235;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122190;20;0;1;NA;NA;0;;
1236;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122191;20;0;1;NA;NA;0;;
1237;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122192;20;0;1;NA;NA;0;;
1238;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122193;20;0;1;NA;NA;0;;
1239;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122196;20;0;1;NA;NA;0;;
1240;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122197;20;0;1;NA;NA;0;;
1241;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122198;20;0;1;NA;NA;0;;
1242;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122199;20;0;1;NA;NA;0;;
1243;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122200;20;0;1;NA;NA;0;;
1244;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122201;20;0;1;NA;NA;0;;
1245;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122202;20;0;1;NA;NA;0;;
1246;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122203;20;0;1;NA;NA;0;;
1247;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122204;20;0;1;NA;NA;0;;
1248;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122205;20;0;1;NA;NA;0;;
1249;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122206;20;0;1;NA;NA;0;;
1250;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122207;20;0;1;NA;NA;0;;
1251;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122208;20;0;1;NA;NA;0;;
1252;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122209;20;0;1;NA;NA;0;;
1253;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122210;20;0;1;NA;NA;0;;
1254;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122211;20;0;1;NA;NA;0;;
1255;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122212;20;0;1;NA;NA;0;;
1256;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122213;20;0;1;NA;NA;0;;
1257;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122214;20;0;1;NA;NA;0;;
1258;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122215;20;0;1;NA;NA;0;;
1259;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122216;20;0;1;NA;NA;0;;
1260;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122217;20;0;1;NA;NA;0;;
1261;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122219;20;0;1;NA;NA;0;;
1262;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122220;20;0;1;NA;NA;0;;
1263;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122221;20;0;1;NA;NA;0;;
1264;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122222;20;0;1;NA;NA;0;;
1265;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122223;20;0;1;NA;NA;0;;
1266;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122224;20;0;1;NA;NA;0;;
1267;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122225;20;0;1;NA;NA;0;;
1268;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122226;20;0;1;NA;NA;0;;
1269;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122227;20;0;1;NA;NA;0;;
1270;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122228;20;0;1;NA;NA;0;;
1271;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122229;20;0;1;NA;NA;0;;
1272;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122230;20;0;1;NA;NA;0;;
1273;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122231;20;0;1;NA;NA;0;;
1274;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122232;20;0;1;NA;NA;0;;
1275;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122233;20;0;1;NA;NA;0;;
1276;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122234;20;0;1;NA;NA;0;;
1277;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122235;20;0;1;NA;NA;0;;
1278;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122237;20;0;1;NA;NA;0;;
1279;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122240;20;0;1;NA;NA;0;;
1280;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122241;20;0;1;NA;NA;0;;
1281;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122242;20;0;1;NA;NA;0;;
1282;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122243;20;0;1;NA;NA;0;;
1283;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122244;20;0;1;NA;NA;0;;
1284;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122245;20;0;1;NA;NA;0;;
1285;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122246;20;0;1;NA;NA;0;;
1286;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122247;20;0;1;NA;NA;0;;
1287;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122249;20;0;1;NA;NA;0;;
1288;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122252;20;0;1;NA;NA;0;;
1289;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122253;20;0;1;NA;NA;0;;
1290;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122254;20;0;1;NA;NA;0;;
1291;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122256;20;0;1;NA;NA;0;;
1292;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122259;20;0;1;NA;NA;0;;
1293;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122260;20;0;1;NA;NA;0;;
1294;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122261;20;0;1;NA;NA;0;;
1295;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122262;20;0;1;NA;NA;0;;
1296;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122265;20;0;1;NA;NA;0;;
1297;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122266;20;0;1;NA;NA;0;;
1298;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122267;20;0;1;NA;NA;0;;
1299;correcao;20;0;2;NA;NA;0;;
1300;devimp de renda retido na fonte;20;0;1;NA;NA;0;;
1301;folgas indenizadas;20;0;1;NA;NA;0;;
1302;grat repres presidente;20;0;1;NA;NA;0;;
1303;gratificacao de presenca membro tre;20;0;1;NA;NA;0;;
1304;gratificacao eleitoral exercicio anterior;20;0;1;NA;NA;0;;
1305;gratmagcomarca dificil provimento;20;0;1;NA;NA;0;;
1306;indeniz serv de comun movel magistrados trt15 indenizacao combustivel magistrado indenizacao licenca compensatoria magistrado;20;0;1;NA;NA;0;;
1307;indenizacao combustivel magistrado indenizacao pedagio magistrado;20;0;3;NA;NA;0;;
1308;parcela autonoma de equivalencia pae acervo processual 2015 a 2019;20;0;1;NA;NA;0;;
1309;pecunia licenca exerantind pla restjoe122015ant;20;0;1;NA;NA;0;;
1310;abono perm s antec grat natalina;19;0;1;NA;NA;0;;
1311;adicional por tempo de servico magistrado gel magistrado isenta;19;0;1;NA;NA;0;;
1312;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122178;19;0;1;NA;NA;0;;
1313;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122183;19;0;1;NA;NA;0;;
1314;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122238;19;0;1;NA;NA;0;;
1315;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122250;19;0;1;NA;NA;0;;
1316;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122251;19;0;1;NA;NA;0;;
1317;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122257;19;0;1;NA;NA;0;;
1318;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122258;19;0;1;NA;NA;0;;
1319;auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj;19;0;1;NA;NA;0;;
1320;dev preves;19;0;1;NA;NA;0;;
1321;dir de foro grat instrutoria;19;0;1;NA;NA;0;;
1322;gart repres presidente;19;0;1;NA;NA;0;;
1323;gel magistrado isenta;19;0;1;NA;NA;0;;
1324;grat coordenador de juizado;19;0;1;NA;NA;0;;
1325;grat horaaula13substituicao;19;0;1;NA;NA;0;;
1326;grat p exerccumulativo;19;0;1;NA;NA;0;;
1327;indenizacao de compensacao de horas gratificacao de gabinete;19;0;1;NA;NA;0;;
1328;licenca premio dif licenca premio;19;0;1;NA;NA;0;;
1329;passivo dif entranciainstancia ressarcimento lei complementar 7552023;19;0;1;NA;NA;0;;
1330;preves normal mensal segurado preves normal mensal segurado;19;0;1;NA;NA;0;;
1331;reajuste dec jud;19;0;1;NA;NA;0;;
1332;reembolso ref programa de estimulo ao aperfeicoamento de magistrados peam;19;0;1;NA;NA;0;;
1333;trt4 ressarcimento com despesas de deslocamento apreciacao;19;0;1;NA;NA;0;;
1334;abono de permanencia s antecipacao de grat natalina;18;0;1;NA;NA;0;;
1335;beneficio especial lei 126182012pensao;18;0;1;NA;NA;0;;
1336;design juiz aux pres;18;0;1;NA;NA;0;;
1337;devolucao planassiste;18;1;1;NA;NA;0;;
1338;dif indenizacao resolucao 92014art 1 v5;18;0;1;NA;NA;0;;
1339;grat diretor da esjud;18;0;1;NA;NA;0;;
1340;grat juiz auxiliar presidencia;18;0;1;NA;NA;0;;
1341;gratjuiz assistente rescnj 7229;18;0;1;NA;NA;0;;
1342;gratjuizes membturma recurs;18;0;1;NA;NA;0;;
1343;reembolso de despesas medicas dev unimed plano assist medica dev prosercontribuicao mensal;18;0;1;NA;NA;0;;
1344;representacao presidente vice ou corregedor dif grat ferias integral;18;0;1;NA;NA;0;;
1345;retteto ativo subst oficio eou fccc;18;1;1;NA;NA;0;;
1346;substituicaodesignacao art 1o da resolucao 09;18;0;1;NA;NA;0;;
1347;357 grat de acervo;17;0;1;NA;NA;0;;
1348;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122067;17;0;1;NA;NA;0;;
1349;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122077;17;0;1;NA;NA;0;;
1350;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122194;17;0;1;NA;NA;0;;
1351;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122218;17;0;1;NA;NA;0;;
1352;corr mon juros;17;0;1;NA;NA;0;;
1353;despexercantinativocormonetspsss;17;0;1;NA;NA;0;;
1354;devolucao ir;17;1;1;NA;NA;0;;
1355;dif ab perm 13sal;17;0;1;NA;NA;0;;
1356;dif indenizacao resolucao 92014art 1o v5;17;0;1;NA;NA;0;;
1357;difabono de permanencia;17;0;1;NA;NA;0;;
1358;grat col recursal dif abono ferias difgr colrecursal;17;0;1;NA;NA;0;;
1359;grat exerc cumulativo restituicao;17;0;1;NA;NA;0;;
1360;gratificacao eleitoral ref 122017;17;0;1;NA;NA;0;;
1361;indenlicenca premio;17;0;1;NA;NA;0;;
1362;plano segursocial natalina teto previdenciario e dev pss;17;0;1;NA;NA;0;;
1363;represen mensal presidente trt;17;0;1;NA;NA;0;;
1364;representda funcao presid;17;0;1;NA;NA;0;;
1365;0187gtart5iiir13cnj;16;0;1;NA;NA;0;;
1366;95 grat diretor da esjud;16;0;1;NA;NA;0;;
1367;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122079;16;0;1;NA;NA;0;;
1368;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122101;16;0;1;NA;NA;0;;
1369;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122149;16;0;1;NA;NA;0;;
1370;designacao de juiz auxiliar da presidencia;16;0;1;NA;NA;0;;
1371;despexercantat juros mora ferias cir;16;0;1;NA;NA;0;;
1372;gn sabono de permanencia;16;0;1;NA;NA;0;;
1373;grat esp correg geralart 565o do coje;16;0;1;NA;NA;0;;
1374;grat esp vice pres art 56 5o do coje;16;0;1;NA;NA;0;;
1375;grat espec presidart 56 5o do coje;16;0;1;NA;NA;0;;
1376;gratificacao natalina magistrado pensao decisao judicial pensao lei 171152 art 184 20 dec jud;16;0;1;NA;NA;0;;
1377;juros de mora ativo irrf;16;0;1;NA;NA;0;;
1378;juros plantao judiciario pecunia;16;0;1;NA;NA;0;;
1379;parcela autonoma de equivalencia pae ressarcimento lei complementar 7552023;16;0;1;NA;NA;0;;
1380;reembolso de despesas medicas;16;0;1;NA;NA;0;;
1381;27 grat de diretor de foro 357 grat de acervo exerc ant;15;0;1;NA;NA;0;;
1382;358 grat de acervo;15;0;1;NA;NA;0;;
1383;adicional por tempo de servico magistrado pensao civil pensao lei 171152 art 184 20 dec jud trans julgado;15;0;1;NA;NA;0;;
